Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,B365H,B365D,B365A,AvgH,AvgD,AvgA,PSH,PSD,PSA
E0,15/01/2023,16:30,Tottenham,Arsenal,0,2,A,17,14,7,5,3.1,3.6,2.2,3.24,3.63,2.18,3.34,3.71,2.21
E0,18/01/2023,20:00,Crystal Palace,Man United,1,1,D,10,15,5,4,4.5,3.6,1.8,4.56,3.78,1.8,4.62,3.87,1.82
E0,19/01/2023,20:00,Man City,Tottenham,4,2,H,16,9,6,3,1.36,5,8.5,1.37,5.41,8.06,1.39,5.58,7.8
E0,21/01/2023,12:30,Liverpool,Chelsea,0,0,D,15,11,3,2,1.85,3.75,4,1.89,3.82,4.08,1.89,3.88,4.2
E0,21/01/2023,15:00,Bournemouth,Nott'm Forest,1,1,D,16,20,4,5,2.75,3.1,2.75,2.76,3.18,2.76,2.86,3.15,2.82
E0,21/01/2023,15:00,Leicester,Brighton,2,2,D,9,13,2,4,3.6,3.5,2.05,3.51,3.65,2.08,3.61,3.71,2.1
E0,21/01/2023,15:00,Southampton,Aston Villa,0,1,A,8,16,5,5,2.88,3.25,2.55,2.88,3.38,2.53,2.96,3.4,2.57
E0,21/01/2023,15:00,West Ham,Everton,2,0,H,11,5,4,2,1.8,3.75,4.75,1.8,3.68,4.76,1.82,3.65,5
E0,21/01/2023,17:30,Crystal Palace,Newcastle,0,0,D,6,16,1,7,4.4,3.5,1.85,4.4,3.58,1.88,4.52,3.57,1.92
E0,22/01/2023,14:00,Leeds,Brentford,0,0,D,9,6,5,0,2.38,3.6,2.88,2.38,3.67,2.89,2.39,3.72,2.99
E0,22/01/2023,14:00,Man City,Wolves,3,0,H,13,10,7,1,1.2,8,11,1.2,7.38,14.81,1.2,7.65,14.95
E0,22/01/2023,16:30,Arsenal,Man United,3,2,H,25,6,5,4,1.8,3.8,4.2,1.86,3.86,4.08,1.88,3.92,4.19
E0,23/01/2023,20:00,Fulham,Tottenham,0,1,A,10,10,5,3,3.3,3.6,2.1,3.25,3.75,2.13,3.33,3.88,2.15
E0,03/02/2023,20:00,Chelsea,Fulham,0,0,D,12,10,3,4,1.62,4,5.25,1.64,4.05,5.55,1.65,4.11,5.79
E0,04/02/2023,12:30,Everton,Arsenal,1,0,H,12,15,4,3,8.5,4.5,1.4,8.22,4.75,1.41,8.93,4.84,1.41
E0,04/02/2023,15:00,Aston Villa,Leicester,2,4,A,19,9,4,5,1.95,3.6,3.8,1.99,3.64,3.83,2.02,3.63,3.95
E0,04/02/2023,15:00,Brentford,Southampton,3,0,H,14,14,4,6,1.85,3.6,4.2,1.89,3.64,4.21,1.92,3.68,4.36
E0,04/02/2023,15:00,Brighton,Bournemouth,1,0,H,20,12,6,2,1.33,5.25,8.5,1.35,5.22,9.18,1.35,5.42,9.88
E0,04/02/2023,15:00,Man United,Crystal Palace,2,1,H,14,10,5,3,1.4,4.75,8,1.4,4.83,8.33,1.41,4.91,8.97
E0,04/02/2023,15:00,Wolves,Liverpool,3,0,H,12,22,6,4,4,3.8,1.85,4.02,3.85,1.88,4.14,3.93,1.89
E0,04/02/2023,17:30,Newcastle,West Ham,1,1,D,8,10,2,1,1.6,3.8,6,1.62,3.92,6.03,1.63,3.97,6.3
E0,05/02/2023,14:00,Nott'm Forest,Leeds,1,0,H,6,10,2,4,2.63,3.3,2.7,2.64,3.43,2.71,2.69,3.46,2.76
E0,05/02/2023,16:30,Tottenham,Man City,1,0,H,12,15,3,5,4.33,4.2,1.73,4.43,4.16,1.75,4.44,4.23,1.78
E0,08/02/2023,20:00,Man United,Leeds,2,2,D,24,8,7,2,1.45,5,6,1.47,4.83,6.54,1.48,4.98,6.69
E0,11/02/2023,12:30,West Ham,Chelsea,1,1,D,10,12,2,4,3.3,3.3,2.25,3.4,3.29,2.27,3.43,3.37,2.3
E0,11/02/2023,15:00,Arsenal,Brentford,1,1,D,23,9,7,2,1.44,4.75,7,1.45,4.72,7.52,1.47,4.77,7.32
E0,11/02/2023,15:00,Crystal Palace,Brighton,1,1,D,6,17,1,7,3.8,3.5,2,3.81,3.51,2.04,3.9,3.56,2.06
E0,11/02/2023,15:00,Fulham,Nott'm Forest,2,0,H,16,10,3,1,1.91,3.5,4.33,1.93,3.56,4.22,1.94,3.57,4.37
E0,11/02/2023,15:00,Leicester,Tottenham,4,1,H,15,11,7,4,3.4,3.6,2.1,3.39,3.64,2.13,3.46,3.7,2.16
E0,11/02/2023,15:00,Southampton,Wolves,1,2,A,17,11,2,2,2.9,3.2,2.55,3.03,3.18,2.54,3.16,3.18,2.55
E0,11/02/2023,17:30,Bournemouth,Newcastle,1,1,D,11,15,5,7,6.5,4,1.53,6.39,4.06,1.57,6.53,4.08,1.6
E0,12/02/2023,14:00,Leeds,Man United,0,2,A,16,11,6,5,3.75,3.8,1.91,3.86,3.85,1.92,3.98,3.87,1.94
E0,12/02/2023,16:30,Man City,Aston Villa,3,1,H,17,6,9,2,1.25,6.5,11,1.25,6.59,11.89,1.26,6.66,11.78
E0,13/02/2023,20:00,Liverpool,Everton,2,0,H,15,6,6,1,1.5,4.33,6.5,1.53,4.38,6.23,1.55,4.48,6.39
E0,15/02/2023,19:30,Arsenal,Man City,1,3,A,10,9,1,6,2.9,3.5,2.35,2.93,3.51,2.42,2.95,3.6,2.46
E0,18/02/2023,12:30,Aston Villa,Arsenal,2,4,A,7,20,5,5,4.5,3.6,1.5,4.43,3.71,1.84,4.54,3.8,1.85
E0,18/02/2023,15:00,Brentford,Crystal Palace,1,1,D,12,10,5,4,1.83,3.5,4.5,1.86,3.54,4.59,1.85,3.62,4.84
E0,18/02/2023,15:00,Brighton,Fulham,0,1,A,21,5,7,2,1.65,3.8,5.5,1.67,4.06,5.15,1.66,4.16,5.46
E0,18/02/2023,15:00,Chelsea,Southampton,0,1,A,17,8,5,5,1.4,4.75,8.5,1.38,4.76,9.42,1.4,4.78,9.69
E0,18/02/2023,15:00,Everton,Leeds,1,0,H,15,8,6,0,2.4,3.3,3,2.48,3.31,2.99,2.53,3.36,3.03
E0,18/02/2023,15:00,Nott'm Forest,Man City,1,1,D,4,26,1,6,8.5,5.5,1.3,10.01,5.62,1.31,10.3,5.67,1.33
E0,18/02/2023,15:00,Wolves,Bournemouth,0,1,A,15,5,4,1,1.67,3.6,6,1.68,3.81,5.53,1.69,3.86,5.78
E0,18/02/2023,17:30,Newcastle,Liverpool,0,2,A,14,13,4,7,2.5,3.5,2.7,2.57,3.51,2.75,2.57,3.58,2.82
E0,19/02/2023,14:00,Man United,Leicester,3,0,H,26,19,8,3,1.62,4.33,5.25,1.62,4.32,5.22,1.65,4.34,5.37
E0,19/02/2023,16:30,Tottenham,West Ham,2,0,H,16,6,6,1,1.75,3.6,4.75,1.83,3.76,4.39,1.87,3.76,4.47
E0,24/02/2023,20:00,Fulham,Wolves,1,1,D,10,8,5,2,2.5,3.2,3,2.54,3.22,3,2.59,3.26,3.04
E0,25/02/2023,15:00,Everton,Aston Villa,0,2,A,15,9,5,5,2.5,3.2,3,2.54,3.21,2.98,2.59,3.25,3.05
E0,25/02/2023,15:00,Leeds,Southampton,1,0,H,14,8,4,2,1.95,3.5,4,1.99,3.57,3.89,2.02,3.62,3.97
E0,25/02/2023,15:00,Leicester,Arsenal,0,1,A,1,10,0,2,4.75,4,1.7,4.73,4.09,1.71,4.93,4.15,1.72
E0,25/02/2023,15:00,West Ham,Nott'm Forest,4,0,H,18,8,5,3,1.75,3.6,5,1.78,3.61,4.97,1.81,3.63,5.16
E0,25/02/2023,17:30,Bournemouth,Man City,1,4,A,13,20,2,5,10,5.75,1.29,10.21,5.81,1.3,9.67,5.74,1.3
E0,25/02/2023,19:45,Crystal Palace,Liverpool,0,0,D,6,12,0,4,4.75,3.8,1.73,4.7,3.93,1.74,4.86,3.99,1.76
E0,26/02/2023,13:30,Tottenham,Chelsea,2,0,H,8,10,3,2,2.55,3.25,2.9,2.54,3.33,2.91,2.59,3.36,2.96
E0,01/03/2023,19:45,Arsenal,Everton,4,0,H,15,8,5,5,1.36,4.75,10,1.36,5.04,9.33,1.38,5.01,9.1
E0,01/03/2023,20:00,Liverpool,Wolves,2,0,H,15,4,6,1,1.5,4.75,6,1.49,4.59,6.6,1.5,4.63,6.68
E0,04/03/2023,12:30,Man City,Newcastle,2,0,H,11,5,3,2,1.45,4.5,7,1.48,4.59,6.76,1.52,4.6,6.5
E0,04/03/2023,15:00,Arsenal,Bournemouth,3,2,H,31,4,9,4,1.22,7,12,1.22,6.82,13.83,1.22,6.83,13.69
E0,04/03/2023,15:00,Aston Villa,Crystal Palace,1,0,H,8,3,1,0,2.05,3.3,3.8,2.07,3.32,3.88,2.08,3.37,3.99
E0,04/03/2023,15:00,Brighton,West Ham,4,0,H,20,3,9,2,1.8,3.6,4.5,1.79,3.8,4.61,1.78,3.88,4.75
E0,04/03/2023,15:00,Chelsea,Leeds,1,0,H,13,11,3,2,1.62,4,5.5,1.64,4.02,5.52,1.65,4.05,5.62
E0,04/03/2023,15:00,Wolves,Tottenham,1,0,H,8,21,5,6,3.3,3.4,2.2,3.31,3.36,2.27,3.32,3.41,2.31
E0,04/03/2023,17:30,Southampton,Leicester,1,0,H,11,11,5,0,2.75,3.3,2.6,2.77,3.31,2.64,2.85,3.3,2.67
E0,05/03/2023,14:00,Nott'm Forest,Everton,2,2,D,10,10,4,3,2.7,3,2.88,2.68,3.08,2.92,2.7,3.11,2.98
E0,05/03/2023,16:30,Liverpool,Man United,7,0,H,18,8,8,4,2.38,3.6,2.88,2.4,3.68,2.85,2.39,3.76,2.91
E0,06/03/2023,20:00,Brentford,Fulham,3,2,H,14,9,6,5,1.95,3.6,3.75,2,3.65,3.71,2,3.76,3.82
E0,11/03/2023,12:30,Bournemouth,Liverpool,1,0,H,5,15,2,6,7.5,5,1.4,7.07,4.95,1.43,7.07,5.07,1.44
E0,11/03/2023,15:00,Everton,Brentford,1,0,H,13,12,6,4,2.7,3.25,2.7,2.71,3.2,2.76,2.75,3.23,2.82
E0,11/03/2023,15:00,Leeds,Brighton,2,2,D,12,14,4,2,3.75,3.6,1.95,3.84,3.67,1.97,3.94,3.76,1.96
E0,11/03/2023,15:00,Leicester,Chelsea,1,3,A,17,12,7,6,3.75,3.5,1.95,3.83,3.56,2,3.9,3.61,2.02
E0,11/03/2023,15:00,Tottenham,Nott'm Forest,3,1,H,15,9,7,5,1.44,4.75,7,1.44,4.62,7.52,1.45,4.69,7.8
E0,11/03/2023,17:30,Crystal Palace,Man City,0,1,A,4,14,0,4,9,4.75,1.36,9.05,5.12,1.36,9.18,5.2,1.37
E0,12/03/2023,14:00,Fulham,Arsenal,0,3,A,12,15,2,7,6,4,1.57,5.74,4.17,1.59,6.02,4.23,1.59
E0,12/03/2023,14:00,Man United,Southampton,0,0,D,10,17,4,4,1.36,5,9,1.34,5.26,9.22,1.34,5.33,10.01
E0,12/03/2023,14:00,West Ham,Aston Villa,1,1,D,17,12,6,4,2.2,3.3,3.4,2.23,3.37,3.36,2.25,3.4,3.45
E0,12/03/2023,16:30,Newcastle,Wolves,2,1,H,19,7,8,4,1.65,3.75,5.5,1.67,3.81,5.47,1.68,3.88,5.55
E0,15/03/2023,19:30,Brighton,Crystal Palace,1,0,H,11,11,5,3,1.44,4.2,8,1.46,4.44,7.58,1.47,4.51,7.72
E0,15/03/2023,19:30,Southampton,Brentford,0,2,A,7,11,1,5,2.88,3.25,2.5,2.97,3.31,2.46,3.05,3.36,2.49
E0,17/03/2023,20:00,Nott'm Forest,Newcastle,1,2,A,5,15,3,4,5.5,3.8,1.62,5.58,3.83,1.67,5.81,3.87,1.68
E0,18/03/2023,15:00,Aston Villa,Bournemouth,3,0,H,20,10,9,3,1.7,3.8,5,1.72,3.85,4.99,1.74,3.88,5.11
E0,18/03/2023,15:00,Brentford,Leicester,1,1,D,11,14,2,1,1.91,3.6,3.75,1.95,3.7,3.85,1.95,3.79,3.94
E0,18/03/2023,15:00,Southampton,Tottenham,3,3,D,19,17,7,3,4.75,3.6,1.75,4.56,3.68,1.82,4.62,3.78,1.82
E0,18/03/2023,15:00,Wolves,Leeds,2,4,A,23,11,8,4,2.25,3.2,3.3,2.28,3.23,3.41,2.3,3.25,3.5
E0,18/03/2023,17:30,Chelsea,Everton,2,2,D,20,12,7,3,1.5,4.2,7.5,1.49,4.18,7.62,1.5,4.19,7.95
E0,19/03/2023,14:00,Arsenal,Crystal Palace,4,1,H,15,8,5,4,1.25,5.5,15,1.26,5.93,12.83,1.26,6.02,12.73
E0,01/04/2023,12:30,Man City,Liverpool,4,1,H,17,4,8,1,1.62,4.2,5,1.64,4.2,5.19,1.66,4.22,5.26
E0,01/04/2023,15:00,Arsenal,Leeds,4,1,H,13,7,6,5,1.29,6,9,1.29,5.84,10.48,1.29,5.97,10.92
E0,01/04/2023,15:00,Bournemouth,Fulham,2,1,H,12,10,7,2,2.55,3.3,2.8,2.56,3.34,2.84,2.56,3.44,2.89
E0,01/04/2023,15:00,Brighton,Brentford,3,3,D,33,7,15,5,1.67,4,5,1.67,4.08,5.05,1.67,4.18,5.16
E0,01/04/2023,15:00,Crystal Palace,Leicester,2,1,H,31,3,9,2,2.5,3.25,2.9,2.54,3.24,2.94,2.56,3.28,3.02
E0,01/04/2023,15:00,Nott'm Forest,Wolves,1,1,D,17,8,7,1,3,3.1,2.55,2.96,3.13,2.61,3.01,3.16,2.64
E0,01/04/2023,17:30,Chelsea,Aston Villa,0,2,A,27,5,8,2,1.67,3.8,5.25,1.68,3.83,5.4,1.69,3.83,5.57
E0,02/04/2023,14:00,West Ham,Southampton,1,0,H,12,9,2,3,1.73,3.6,5,1.76,3.74,4.87,1.77,3.89,4.82
E0,02/04/2023,16:30,Newcastle,Man United,2,0,H,22,6,6,1,2.4,3.4,2.9,2.41,3.45,2.96,2.4,3.55,3.03
E0,03/04/2023,20:00,Everton,Tottenham,1,1,D,15,8,6,2,3.4,3.3,2.2,3.41,3.36,2.21,3.44,3.45,2.24
E0,04/04/2023,19:45,Bournemouth,Brighton,0,2,A,14,16,3,6,6,4.2,1.53,5.94,4.29,1.57,6.16,4.37,1.58
E0,04/04/2023,19:45,Leeds,Nott'm Forest,2,1,H,21,13,6,1,1.7,3.75,5,1.73,3.83,5.05,1.72,3.97,5.23
E0,04/04/2023,19:45,Leicester,Aston Villa,1,2,A,9,15,4,5,2.55,3.3,2.75,2.58,3.41,2.79,2.68,3.4,2.82
E0,04/04/2023,20:00,Chelsea,Liverpool,0,0,D,12,7,3,4,2.2,3.4,3.25,2.25,3.46,3.28,2.26,3.51,3.4
E0,05/04/2023,20:00,Man United,Brentford,1,0,H,18,6,3,1,1.65,4,5,1.65,4.17,5.07,1.67,4.23,5.09
E0,05/04/2023,20:00,West Ham,Newcastle,1,5,A,7,15,2,8,3.6,3.25,2.15,3.53,3.41,2.15,3.63,3.46,2.15
E0,08/04/2023,12:30,Man United,Everton,2,0,H,29,15,11,1,1.5,4.33,6.5,1.5,4.37,6.75,1.52,4.42,6.88
E0,08/04/2023,15:00,Aston Villa,Nott'm Forest,2,0,H,8,6,3,2,1.6,4.2,5.25,1.62,4.09,5.55,1.64,4.16,5.5
E0,08/04/2023,15:00,Brentford,Newcastle,1,2,A,12,10,6,4,3.6,3.4,2.05,3.57,3.46,2.1,3.58,3.58,2.13
E0,08/04/2023,15:00,Fulham,West Ham,0,1,A,16,9,3,5,2.8,3.25,2.63,2.79,3.24,2.66,2.81,3.33,2.69
E0,08/04/2023,15:00,Leicester,Bournemouth,0,1,A,14,19,4,7,1.83,3.75,4.2,1.88,3.72,4.11,1.91,3.76,4.18
E0,08/04/2023,15:00,Tottenham,Brighton,2,1,H,9,17,3,4,2.55,3.5,2.7,2.56,3.56,2.69,2.58,3.68,2.72
E0,08/04/2023,15:00,Wolves,Chelsea,1,0,H,9,13,4,1,4.2,3.5,1.91,4.14,3.47,1.95,4.28,3.58,1.93
E0,08/04/2023,17:30,Southampton,Man City,1,4,A,4,13,1,8,11,6,1.25,12.48,6.19,1.25,12.65,6.46,1.24
E0,09/04/2023,14:00,Leeds,Crystal Palace,1,5,A,11,16,7,8,2.1,3.4,3.6,2.11,3.41,3.59,2.14,3.48,3.67
E0,09/04/2023,16:30,Liverpool,Arsenal,2,2,D,21,9,6,5,2.88,3.6,2.38,2.79,3.69,2.41,2.82,3.81,2.44
E0,15/04/2023,12:30,Aston Villa,Newcastle,3,0,H,16,8,6,2,3.6,3.4,2.05,3.61,3.42,2.13,3.71,3.47,2.13
E0,15/04/2023,15:00,Chelsea,Brighton,1,2,A,8,26,2,10,2.63,3.4,2.63,2.67,3.42,2.68,2.67,3.52,2.72
E0,15/04/2023,15:00,Everton,Fulham,1,3,A,15,21,7,7,2.05,3.4,3.7,2.07,3.39,3.78,2.08,3.48,3.85
E0,15/04/2023,15:00,Southampton,Crystal Palace,0,2,A,11,9,4,2,2.8,3.1,2.7,2.82,3.2,2.68,2.88,3.19,2.73
E0,15/04/2023,15:00,Tottenham,Bournemouth,2,3,A,24,6,8,6,1.45,4.5,7,1.47,4.6,6.83,1.49,4.68,6.8
E0,15/04/2023,15:00,Wolves,Brentford,2,0,H,11,10,9,3,2.45,3.1,3,2.52,3.23,3,2.57,3.26,3.01
E0,15/04/2023,17:30,Man City,Leicester,3,1,H,12,10,4,4,1.14,8.5,15,1.16,8.49,17.32,1.16,8.82,16.85
E0,16/04/2023,14:00,West Ham,Arsenal,2,2,D,16,11,3,5,6,4.2,1.55,5.92,4.22,1.57,6.14,4.29,1.57
E0,16/04/2023,16:30,Nott'm Forest,Man United,0,2,A,6,22,0,8,5.5,4,1.62,5,3.96,1.69,5.07,4.01,1.71
E0,17/04/2023,20:00,Leeds,Liverpool,1,6,A,13,13,3,7,4.2,4.2,1.73,4.35,4.22,1.73,4.39,4.42,1.74
E0,21/04/2023,20:00,Arsenal,Southampton,3,3,D,25,8,6,6,1.2,7,13,1.2,7.18,14.72,1.21,7.62,14.32
E0,22/04/2023,12:30,Fulham,Leeds,2,1,H,12,10,5,2,2.3,3.4,3.1,2.38,3.44,3.01,2.44,3.47,3.03
E0,22/04/2023,15:00,Brentford,Aston Villa,1,1,D,6,14,5,2,2.5,3.25,2.88,2.53,3.38,2.84,2.55,3.51,2.85
E0,22/04/2023,15:00,Crystal Palace,Everton,0,0,D,12,10,2,5,2.05,3.2,3.75,2.11,3.25,3.83,2.15,3.28,3.87
E0,22/04/2023,15:00,Leicester,Wolves,2,1,H,15,16,8,3,2.38,3.3,3,2.45,3.27,3.05,2.46,3.31,3.14
E0,22/04/2023,15:00,Liverpool,Nott'm Forest,3,2,H,18,11,6,5,1.17,7.5,17,1.18,7.64,16.06,1.19,7.71,15.51
E0,23/04/2023,14:00,Bournemouth,West Ham,0,4,A,17,18,5,10,2.88,3.2,2.55,2.83,3.25,2.61,2.85,3.3,2.68
E0,23/04/2023,14:00,Newcastle,Tottenham,6,1,H,25,11,8,3,1.83,3.75,4.2,1.85,3.81,4.22,1.84,3.94,4.31
E0,25/04/2023,19:30,Wolves,Crystal Palace,2,0,H,9,14,3,4,2.45,3.2,3,2.52,3.14,3.09,2.56,3.15,3.13
E0,25/04/2023,19:45,Aston Villa,Fulham,1,0,H,14,1,3,0,1.75,4,4.2,1.8,3.87,4.43,1.8,3.99,4.45
E0,25/04/2023,20:00,Leeds,Leicester,1,1,D,13,15,3,3,2.3,3.5,3,2.37,3.54,2.98,2.39,3.59,3.02
E0,26/04/2023,19:30,Nott'm Forest,Brighton,3,1,H,12,17,5,7,6,4.2,1.53,6.08,4.36,1.54,6.12,4.42,1.56
E0,26/04/2023,19:45,Chelsea,Brentford,0,2,A,15,7,4,1,1.7,4,4.75,1.71,3.89,5.02,1.73,3.93,5.06
E0,26/04/2023,19:45,West Ham,Liverpool,1,2,A,7,20,2,4,3.9,3.9,1.85,3.96,3.86,1.88,4.07,3.97,1.88
E0,26/04/2023,20:00,Man City,Arsenal,4,1,H,14,8,9,2,1.55,4.5,5.25,1.56,4.49,5.7,1.57,4.52,5.71
E0,27/04/2023,19:45,Everton,Newcastle,1,4,A,13,15,5,8,4.75,3.6,1.73,4.84,3.7,1.77,5.03,3.83,1.75
E0,27/04/2023,19:45,Southampton,Bournemouth,0,1,A,11,16,2,2,2.25,3.4,3.2,2.3,3.43,3.15,2.34,3.49,3.19
E0,27/04/2023,20:15,Tottenham,Man United,2,2,D,18,17,7,8,2.8,3.6,2.4,2.79,3.65,2.44,2.81,3.72,2.48
E0,29/04/2023,12:30,Crystal Palace,West Ham,4,3,H,16,8,6,4,2.63,3.25,2.75,2.7,3.18,2.81,2.73,3.24,2.83
E0,29/04/2023,15:00,Brentford,Nott'm Forest,2,1,H,14,5,8,3,1.65,3.8,5.5,1.66,3.88,5.5,1.68,3.92,5.54
E0,29/04/2023,15:00,Brighton,Wolves,6,0,H,22,10,8,2,1.5,4.33,6.5,1.51,4.37,6.69,1.51,4.48,6.75
E0,30/04/2023,14:00,Bournemouth,Leeds,4,1,H,12,15,7,6,2.55,3.5,2.7,2.61,3.5,2.68,2.65,3.57,2.69
E0,30/04/2023,14:00,Fulham,Man City,1,2,A,4,12,1,9,12,6,1.25,11.95,6.23,1.25,11.97,6.48,1.25
E0,30/04/2023,14:00,Man United,Aston Villa,1,0,H,14,7,6,1,1.73,3.9,4.6,1.78,3.94,4.35,1.81,4.03,4.34
E0,30/04/2023,14:00,Newcastle,Southampton,3,1,H,22,4,5,3,1.3,5.25,10,1.32,5.46,9.9,1.33,5.71,9.61
E0,30/04/2023,16:30,Liverpool,Tottenham,4,3,H,12,10,4,7,1.53,4.5,5.75,1.54,4.69,5.68,1.54,4.97,5.51
E0,01/05/2023,20:00,Leicester,Everton,2,2,D,15,23,6,8,2,3.5,3.75,2.04,3.45,3.79,2.04,3.48,3.98
E0,02/05/2023,20:00,Arsenal,Chelsea,3,1,H,16,7,10,4,1.6,4,5.5,1.59,4.22,5.75,1.59,4.32,5.96
E0,03/05/2023,20:00,Liverpool,Fulham,1,0,H,15,9,3,3,1.25,5.75,11,1.26,6.39,10.73,1.27,6.5,10.02
E0,03/05/2023,20:00,Man City,West Ham,3,0,H,16,6,7,2,1.2,7,13,1.2,7.21,13.79,1.21,7.27,13.54
E0,04/05/2023,20:00,Brighton,Man United,1,0,H,22,16,6,5,1.95,3.5,3.75,2.03,3.82,3.5,2.05,3.84,3.57
E0,06/05/2023,15:00,Bournemouth,Chelsea,1,3,A,10,11,4,5,3.3,3.5,2.15,3.42,3.47,2.17,3.46,3.55,2.19
E0,06/05/2023,15:00,Man City,Leeds,2,1,H,18,4,6,2,1.17,8.5,15,1.17,8.41,15.94,1.18,8.6,14.23
E0,06/05/2023,15:00,Tottenham,Crystal Palace,1,0,H,8,7,3,2,1.8,3.8,4.2,1.82,3.92,4.21,1.84,3.98,4.24
E0,06/05/2023,15:00,Wolves,Aston Villa,1,0,H,6,16,2,3,2.88,3.3,2.5,2.98,3.26,2.51,3.06,3.31,2.51
E0,06/05/2023,17:30,Liverpool,Brentford,1,0,H,15,5,5,1,1.44,5,6,1.48,4.91,6.16,1.49,5.09,6.17
E0,07/05/2023,16:30,Newcastle,Arsenal,0,2,A,12,10,5,6,2.45,3.75,2.63,2.49,3.73,2.71,2.51,3.8,2.73
E0,07/05/2023,19:00,West Ham,Man United,1,0,H,15,19,4,4,3.4,3.75,2.05,3.43,3.74,2.08,3.57,3.78,2.07
E0,08/05/2023,15:00,Fulham,Leicester,5,3,H,17,18,7,9,2.63,3.5,2.6,2.67,3.53,2.6,2.71,3.61,2.62
E0,08/05/2023,17:30,Brighton,Everton,1,5,A,23,10,5,5,1.33,5.25,9,1.35,5.3,8.47,1.38,5.34,8.38
E0,08/05/2023,20:00,Nott'm Forest,Southampton,4,3,H,9,19,4,5,2.1,3.6,3.4,2.13,3.52,3.46,2.17,3.6,3.45
E0,13/05/2023,12:30,Leeds,Newcastle,2,2,D,9,18,4,5,4.33,4.2,1.7,4.62,4.2,1.71,4.62,4.33,1.71
E0,13/05/2023,15:00,Aston Villa,Tottenham,2,1,H,8,5,4,2,2.25,3.6,2.9,2.3,3.6,3.03,2.34,3.72,3.01
E0,13/05/2023,15:00,Chelsea,Nott'm Forest,2,2,D,14,11,6,2,1.5,4.5,6,1.51,4.4,6.68,1.51,4.47,6.88
E0,13/05/2023,15:00,Crystal Palace,Bournemouth,2,0,H,17,5,5,0,1.83,3.6,4.2,1.88,3.7,4.18,1.88,3.82,4.24
E0,13/05/2023,15:00,Man United,Wolves,2,0,H,27,5,9,0,1.36,5,7.5,1.38,5.1,8.37,1.38,5.24,8.6
E0,13/05/2023,15:00,Southampton,Fulham,0,2,A,5,9,1,4,2.75,3.3,2.5,2.82,3.44,2.51,2.84,3.56,2.54
E0,14/05/2023,14:00,Brentford,West Ham,2,0,H,24,4,10,4,2,3.5,3.6,2.05,3.56,3.66,2.06,3.65,3.71
E0,14/05/2023,14:00,Everton,Man City,0,3,A,7,9,3,4,9,4.75,1.36,8.86,5.21,1.36,8.95,5.45,1.36
E0,14/05/2023,16:30,Arsenal,Brighton,0,3,A,14,12,2,6,1.73,4.2,4.2,1.77,4.19,4.21,1.78,4.36,4.21
E0,15/05/2023,20:00,Leicester,Liverpool,0,3,A,4,16,4,5,5.25,4.33,1.57,5.11,4.59,1.59,4.99,4.74,1.61
E0,18/05/2023,19:30,Newcastle,Brighton,4,1,H,22,8,9,2,2,3.8,3.5,2.02,3.86,3.49,2.06,3.95,3.44
E0,20/05/2023,12:30,Tottenham,Brentford,1,3,A,22,11,8,4,1.83,3.9,4,1.85,3.88,4.13,1.85,3.99,4.16
E0,20/05/2023,15:00,Bournemouth,Man United,0,1,A,10,20,4,5,6,4.75,1.5,6.06,4.77,1.51,5.87,4.84,1.53
E0,20/05/2023,15:00,Fulham,Crystal Palace,2,2,D,11,11,4,5,2.45,3.4,2.9,2.45,3.4,2.97,2.49,3.39,3.03
E0,20/05/2023,15:00,Liverpool,Aston Villa,1,1,D,10,6,5,3,1.45,5,6.25,1.49,4.86,6.16,1.5,5.07,5.94
E0,20/05/2023,15:00,Wolves,Everton,1,1,D,13,19,5,4,2.75,3.3,2.6,2.77,3.35,2.63,2.81,3.36,2.67
E0,20/05/2023,17:30,Nott'm Forest,Arsenal,1,0,H,6,11,2,3,5.25,4.33,1.57,5.37,4.45,1.59,5.37,4.47,1.61
E0,21/05/2023,13:30,West Ham,Leeds,3,1,H,19,12,9,3,2.4,3.5,2.88,2.45,3.56,2.84,2.51,3.65,2.82
E0,21/05/2023,14:00,Brighton,Southampton,3,1,H,26,5,8,1,1.22,7,11,1.23,6.91,12.43,1.23,6.99,12.43
E0,21/05/2023,16:00,Man City,Chelsea,1,0,H,15,13,2,6,1.25,6,11,1.26,6.41,11.48,1.26,6.39,11.14
E0,22/05/2023,20:00,Newcastle,Leicester,0,0,D,23,1,4,1,1.36,5.5,7,1.38,5.39,7.66,1.4,5.55,7.24
E0,24/05/2023,20:00,Brighton,Man City,1,1,D,20,13,7,4,4,4.33,1.75,3.97,4.22,1.81,3.93,4.39,1.83
E0,25/05/2023,20:00,Man United,Chelsea,4,1,H,18,14,9,5,1.6,4.33,5,1.63,4.35,5.12,1.63,4.49,5.19
E0,28/05/2023,16:30,Arsenal,Wolves,5,0,H,14,6,8,0,1.36,5.25,8,1.37,5.33,7.87,1.38,5.51,7.66
E0,28/05/2023,16:30,Aston Villa,Brighton,2,1,H,12,8,5,4,2,3.6,3.5,2.04,3.88,3.37,2.05,4.03,3.35
E0,28/05/2023,16:30,Brentford,Man City,1,0,H,11,17,4,3,3.8,4,1.83,3.88,4.01,1.87,4.04,4.1,1.84
